season,name,team,position,usg_1st_down,usg_2nd_down,usg_3rd_down,usg_standard_downs,usg_passing_downs,usg_overall
2020,Jeshaun Jones,Maryland,WR,0.0493,0.041,0.045,0.062,0.03,0.0458
2020,Javon Ivory,Memphis,WR,0.0393,0.055,0.04,0.037,0.059,0.0457
2020,Braden Galloway,Clemson,TE,0.0444,0.042,0.058,0.039,0.05,0.0457
2020,Rome Odunze,Washington,WR,0.0169,0.103,0.018,0.026,0.104,0.0453
2020,T.J. Simmons,West Virginia,WR,0.0344,0.048,0.055,0.062,0.046,0.0452
2020,Nic Smith,North Texas,RB,0.0465,0.046,0.034,0.076,0.013,0.0451
2020,Ontario Russell,Miami (OH),RB,0.0213,0.121,0,0.048,0.07,0.045
2020,Tony Grimes Jr.,Akron,WR,0.0467,0.042,0.038,0.025,0.056,0.0449
2020,La'Vontae Shenault,Colorado,WR,0.0357,0.034,0.083,0.037,0.059,0.0448
2020,Jaray Jenkins,LSU,WR,0.0314,0.062,0.051,0.028,0.078,0.0448
2020,Devin Carter,NC State,WR,0.0499,0.029,0.056,0.032,0.045,0.0447
2020,Tory Horton,Nevada,WR,0.0332,0.061,0.042,0.043,0.061,0.0447
2020,Dallas Dixon,Central Michigan,WR,0.0437,0.028,0.071,0.016,0.074,0.0446
2020,E.J. Williams,Clemson,WR,0.0321,0.06,0.052,0.043,0.062,0.0445
2020,Josh Adkins,UT San Antonio,QB,0.0315,0.046,0.074,0.052,0.055,0.0444
2020,Tre'von Bradley,Houston,WR,0.0494,0.033,0.058,0.022,0.052,0.0444
2020,Chandler Smith,Houston,RB,0.0608,0.044,0.017,0.037,0.026,0.0444
2020,Avery Davis,Notre Dame,WR,0.0381,0.014,0.098,0.028,0.064,0.0444
2020,Marquez Stevenson,Houston,WR,0.0418,0.038,0.05,0.044,0.047,0.0444
2020,Dontae Crow,Wyoming,WR,0.0343,0.023,0.101,0.029,0.068,0.0443
2020,Gavin Beerup,Wyoming,WR,0.0343,0.031,0.056,0.01,0.083,0.0443
2020,Daevon Vigilant,New Mexico,RB,0.0645,0.042,0.009,0.059,0.007,0.0443
2020,Noah Gray,Duke,TE,0.0358,0.037,0.06,0.034,0.061,0.0442
2020,Eli Pancol,Duke,WR,0.0448,0.029,0.047,0.045,0.041,0.0442
2020,Malachi Carter,Georgia Tech,WR,0.04,0.048,0.048,0.038,0.052,0.0441
2020,Kamal Gray,Temple,QB,0.0269,0.048,0.078,0.04,0.067,0.0441
2020,Ricky White,Michigan State,WR,0.0455,0.033,0.061,0.019,0.057,0.044
2020,Dayton Wade,Western Kentucky,WR,0.0436,0.05,0.039,0.021,0.061,0.044
2020,Jamarye Joiner,Arizona,WR,0.0191,0.085,0.038,0.081,0.048,0.0438
2020,Bryce Mitchell,Toledo,WR,0.0474,0.034,0.047,0.019,0.055,0.0437
2020,Johnny Wilson,Arizona State,WR,0.0252,0.063,0.064,0.032,0.078,0.0437
2020,Justice Ellison,Wake Forest,RB,0.0395,0.059,0.029,0.067,0.031,0.0437
2020,Frank Darby,Arizona State,WR,0.0168,0.1,0.021,0.032,0.091,0.0437
2020,Zac Lefebvre,Buffalo,TE,0.0467,0.047,0.024,0.04,0.039,0.0437
2020,Jerjuan Newton,Toledo,WR,0.019,0.047,0.094,0.028,0.089,0.0437
2020,Kevin Shaa,Liberty,WR,0.0451,0.042,0.041,0.023,0.06,0.0435
2020,Mike Wright,Vanderbilt,QB,0.0345,0.04,0.04,0.056,0.044,0.0434
2020,Landon Wolf,Oklahoma State,WR,0.0396,0.04,0.058,0.032,0.054,0.0431
2020,Caullin Lacy,South Alabama,WR,0.0414,0.053,0.035,0.023,0.057,0.0431
2020,Steve Jenkins,UNLV,WR,0.0682,0.007,0.043,0.054,0.013,0.0427
2020,Christian Trahan,Houston,TE,0.0342,0.049,0.05,0.037,0.057,0.0427
2020,Noah Bean,UNLV,TE,0.0227,0.037,0.074,0.011,0.083,0.0427
2020,Joe Davis,Colorado,RB,0.0612,0.041,0.01,0.064,0.013,0.0426
2020,Isaiah Hamilton,San José State,WR,0.0213,0.048,0.088,0.036,0.081,0.0426
2020,Don Ragsdale,Southern Mississippi,RB,0.0326,0.072,0.023,0.067,0.041,0.0426
2020,Brendon Lewis,Colorado,QB,0.0306,0.061,0.042,0.028,0.072,0.0426
2020,Jacob Copeland,Florida,WR,0.0553,0.025,0.042,0.014,0.043,0.0426
2020,Ryan O'Keefe,UCF,WR,0.0368,0.038,0.057,0.013,0.075,0.0425
2020,Tre Tucker,Cincinnati,WR,0.0428,0.042,0.047,0.023,0.057,0.0423
2020,Briley Moore,Kansas State,TE,0.0308,0.045,0.056,0.047,0.051,0.042
2020,John Rhys Plumlee,Ole Miss,QB,0.0305,0.058,0.053,0.059,0.041,0.042
2020,Devin Maddox,Toledo,WR,0.0332,0.054,0.035,0.038,0.055,0.0415
2020,Kameron Brown,Coastal Carolina,WR,0.0162,0.08,0.041,0.035,0.095,0.0415
2020,Craig Williams,Baylor,RB,0.0456,0.055,0.021,0.045,0.034,0.0415
2020,Marshon Ford,Louisville,TE,0.0331,0.048,0.057,0.086,0.031,0.0413
2020,Ja'Lynn Polk,Texas Tech,WR,0.0377,0.042,0.054,0.053,0.04,0.0413
2020,Cary Angeline,NC State,TE,0.0262,0.055,0.05,0.042,0.064,0.0411
2020,Porter Rooks,NC State,WR,0.0315,0.058,0.031,0.042,0.053,0.0411
2020,Troy Henderson,Liberty,RB,0.0366,0.042,0.041,0.068,0.023,0.041
2020,Brian Hightower,Illinois,WR,0.0538,0.037,0.018,0.009,0.044,0.0409
2020,Luke Musgrave,Oregon State,TE,0.0498,0.013,0.06,0.015,0.05,0.0409
2020,Keegan Jones,UCLA,RB,0.0338,0.042,0.042,0.04,0.051,0.0409
2020,Kenny Yeboah,Ole Miss,TE,0.0427,0.049,0.023,0.034,0.041,0.0406
2020,Artie Henry III,Marshall,WR,0.0461,0.037,0.039,0.033,0.037,0.0404
2020,Leonard Parker,South Florida,RB,0.0388,0.044,0.046,0.087,0.016,0.0404
2020,Edward Saydee,Temple,RB,0.0359,0.036,0.052,0.08,0.017,0.0403
2020,Courtney Reese,UNLV,RB,0.0341,0.074,0.011,0.054,0.038,0.0403
2020,Drue Jackson,Texas State,WR,0.0395,0.05,0.026,0.042,0.039,0.0402
2020,Derius Davis,TCU,WR,0.0379,0.031,0.062,0.039,0.043,0.04
2020,Mark Walker,Navy,WR,0.0464,0.021,0.036,0.012,0.054,0.04
2020,Austin Ogunmakin,North Texas,WR,0.0378,0.035,0.06,0.01,0.07,0.0399
2020,Rivaldo Fairweather,Florida International,TE,0.0339,0.053,0.026,0,0.073,0.0399
2020,Drayton Law,Central Michigan,WR,0.0383,0.035,0.06,0.032,0.049,0.0399
2020,Kadyn Roach,Louisiana Monroe,RB,0.056,0.036,0.008,0.028,0.026,0.0398
2020,Israel Abanikanda,Pittsburgh,RB,0.0578,0.041,0.006,0.026,0.025,0.0398
2020,Jahquan Bloomfield,Louisiana Monroe,WR,0.0373,0.046,0.045,0.021,0.052,0.0398
2020,Ricky Pearsall,Arizona State,WR,0.0336,0.038,0.064,0.048,0.039,0.0397
2020,Lucious Stanley,UAB,RB,0.0377,0.045,0.038,0.045,0.037,0.0397
2020,JaVonta Payton,Mississippi State,WR,0.0315,0.05,0.045,0.047,0.043,0.0397
2020,CJ Yarbrough,Liberty,WR,0.0479,0.046,0.014,0.027,0.037,0.0397
2020,Austin Allen,Nebraska,TE,0.04,0.042,0.03,0.031,0.045,0.0396
2020,Tim Baldwin Jr.,Indiana,RB,0.0494,0.042,0.018,0.045,0.021,0.0394
2020,Jalin Hyatt,Tennessee,WR,0.0374,0.043,0.046,0.029,0.051,0.0394
2020,Jalen Virgil,Appalachian State,WR,0.0344,0.046,0.038,0.032,0.056,0.0394
2020,Jordan Nathan,Utah State,WR,0.0071,0.044,0.076,0.03,0.084,0.0393
2020,Jaylen Waddle,Alabama,WR,0.0347,0.046,0.042,0.025,0.062,0.0392
2020,Justin Shorter,Florida,WR,0.0392,0.036,0.049,0.023,0.052,0.0392
2020,Ben Wooldridge,Fresno State,QB,0.0431,0.04,0.034,0.019,0.048,0.0392
2020,Darryl Jones,Maryland,WR,0.0211,0.052,0.061,0.031,0.069,0.0392
2020,Roman Wilson,Michigan,WR,0.0341,0.04,0.055,0.049,0.038,0.0392
2020,Brycen Tremayne,Stanford,WR,0.0219,0.058,0.049,0.041,0.062,0.039
2020,Reggie Roberson Jr.,SMU,WR,0.0354,0.045,0.034,0.063,0.029,0.0389
2020,Calvin Tyler Jr.,Oregon State,RB,0.0317,0.054,0.03,0.038,0.057,0.0389
2020,Blake Kern,Arkansas,TE,0.0532,0.018,0.044,0.049,0.01,0.0389
2020,Sean Shaw Jr.,Iowa State,WR,0.0289,0.045,0.056,0.035,0.058,0.0388
2020,Cameron Dollar,Charlotte,WR,0.0226,0.023,0.085,0.037,0.061,0.0386
2020,Larry McCammon III,Florida Atlantic,RB,0.0374,0.03,0.051,0.042,0.037,0.0386
2020,Bradrick Shaw,California,RB,0.0513,0.043,0.015,0.073,0.011,0.0386
2020,Randall St. Felix,South Florida,WR,0.0426,0.038,0.028,0.024,0.042,0.0386
2020,DK Billingsley,Troy,RB,0.035,0.043,0.036,0.055,0.026,0.0384
2020,Onasis Neely,Temple,RB,0.0493,0.03,0.034,0.064,0.006,0.0384
2020,Jalen Williams,Louisiana,WR,0.0365,0.037,0.051,0.016,0.059,0.0383
2020,Marcus Williams,New Mexico,TE,0.0415,0.048,0.019,0.037,0.033,0.0382
2020,Chandler Whitfield,Louisiana Monroe,WR,0.0336,0.046,0.03,0.028,0.048,0.0382
2020,Jordan Whittington,Texas,WR,0.0309,0.05,0.038,0.039,0.046,0.0381
2020,DJ England-Chisolm,Middle Tennessee,WR,0.0476,0.037,0.023,0.012,0.043,0.038
2020,Giovanni Fauolo,UNLV,TE,0.0284,0.051,0.043,0.032,0.051,0.0379
2020,Brandon Edward Johnson,Tennessee,WR,0.0204,0.028,0.084,0.052,0.051,0.0379
2020,A.T. Perry,Wake Forest,WR,0.0329,0.045,0.036,0.018,0.057,0.0378
2020,Keyshawn Helton,Florida State,WR,0.0219,0.054,0.03,0.026,0.064,0.0377
2020,Devaughn Cooper,UTEP,WR,0.0307,0.049,0.037,0.008,0.064,0.0375
2020,Bryson Smith,Houston,WR,0.0342,0.044,0.025,0.051,0.031,0.0375
2020,Phat Watts,Tulane,WR,0.0371,0.033,0.053,0.031,0.045,0.0375
2020,De'Vion Warren,Arkansas,WR,0.0498,0.032,0.022,0.022,0.031,0.0374
2020,Shakif Seymour,Toledo,RB,0.0427,0.034,0.024,0.038,0.034,0.0371
2020,Koy Moore,LSU,WR,0.0371,0.039,0.032,0.028,0.043,0.0371
2020,Braydon Johnson,Oklahoma State,WR,0.0449,0.036,0.023,0.042,0.022,0.0371
2020,Jalen Brooks,South Carolina,WR,0.0528,0.019,0.029,0.011,0.034,0.0369
2020,Mitchell Brinkman,South Florida,TE,0.031,0.038,0.046,0.048,0.036,0.0368
2020,Teagan Quitoriano,Oregon State,TE,0.0498,0.013,0.03,0.03,0.021,0.0368
2020,Pailate Makakona,Utah State,RB,0.0643,0.009,0.022,0.03,0.008,0.0365
2020,Nate Jefferson,Florida International,WR,0.0254,0.032,0.053,0.052,0.037,0.0365
2020,Chez Mellusi,Clemson,RB,0.037,0.035,0.035,0.039,0.042,0.0365
2020,Caleb Chapman,Texas A&M,WR,0.0331,0.05,0.022,0.022,0.053,0.0364
2020,Connor Genal,New Mexico,QB,0.023,0.048,0.047,0.052,0.04,0.0362
2020,Taylor Thompson,Charlotte,TE,0.0452,0.023,0.043,0.018,0.038,0.0362
2020,Mycah Pittman,Oregon,WR,0.0539,0.022,0.014,0.009,0.028,0.0361
2020,Jack Coldiron,Miami (OH),TE,0,0.061,0.069,0.048,0.07,0.036
2020,Aveon Smith,Miami (OH),QB,0.0426,0,0.069,0.048,0.023,0.036
2020,Jared Wayne,Pittsburgh,WR,0.0289,0.026,0.057,0.02,0.054,0.036
2020,Tayon Fleet-Davis,Maryland,RB,0.0352,0.052,0.015,0.077,0.01,0.0359
2020,Malik Murray,Georgia Southern,WR,0.0395,0.043,0.019,0.012,0.059,0.0358
2020,Geordon Porter,Arizona State,WR,0.042,0.038,0.021,0,0.052,0.0357
2020,John Bates,Boise State,TE,0.0464,0.026,0.031,0.035,0.02,0.0356
2020,Tayvian Cunningham,Arizona,WR,0.0446,0.034,0.025,0.012,0.04,0.0356
2020,Cameron Odom,Ohio,WR,0.037,0.037,0.03,0.024,0.039,0.0355
2020,Zyell Griffin,UNLV,WR,0.0398,0.044,0.021,0,0.051,0.0355
2020,Shaun Beyer,Iowa,TE,0.0244,0.062,0.019,0.044,0.042,0.0352
2020,Tyrone Tracy Jr.,Iowa,WR,0.0366,0.051,0.009,0.044,0.024,0.0352
2020,Darius Bracy,Central Michigan,RB,0.0492,0.035,0.012,0.048,0,0.0352
2020,Kelley Joiner Jr.,South Florida,RB,0.0349,0.038,0.028,0.032,0.036,0.0351
2020,Lavel Davis,Virginia,WR,0.039,0.029,0.041,0.015,0.046,0.0351
2020,Andrew Mason,Rice,WR,0.0405,0.027,0.027,0.01,0.053,0.0351
2020,Jevin Frett,Louisiana Monroe,WR,0.0224,0.051,0.038,0.035,0.048,0.035
2020,Frank Peasant,Middle Tennessee,RB,0.0513,0.037,0,0.031,0.014,0.0349
2020,Champ Flemings,Oregon State,WR,0.0271,0.027,0.05,0.03,0.05,0.0348
2020,Brandon Robinson,Florida Atlantic,WR,0.0234,0.018,0.085,0.008,0.064,0.0347
2020,Quincy Patterson II,Virginia Tech,QB,0.0293,0.039,0.044,0.065,0.016,0.0347
2020,Gunner Cruz,Washington State,QB,0.0254,0.036,0.039,0.029,0.054,0.0347
2020,Charles McClelland,Cincinnati,RB,0.0296,0.051,0.023,0.04,0.036,0.0347
2020,Alec Pierce,Cincinnati,WR,0.0329,0.028,0.047,0.034,0.036,0.0347
2020,Willie Wright,Florida Atlantic,WR,0.0327,0.024,0.043,0.008,0.053,0.0347
2020,Travell Harris,Washington State,WR,0.0508,0.036,0,0.029,0.014,0.0347
2020,Max Borghi,Washington State,RB,0.0339,0.024,0.059,0.014,0.054,0.0347
2020,Miller Mosley,Georgia Southern,QB,0.0226,0.047,0.043,0.038,0.049,0.0346
2020,Dawaiian McNeely,Wyoming,RB,0.0343,0.053,0.011,0.068,0.008,0.0345
2020,Keaton Upshaw,Kentucky,TE,0.0341,0.019,0.056,0.03,0.043,0.0344
2020,Griffin Hebert,Louisiana Tech,TE,0.0367,0.026,0.039,0.021,0.041,0.0343
2020,Ryan Graham,Arkansas State,RB,0.038,0.044,0.017,0.04,0.025,0.0343
2020,Reed Tyler,Arkansas State,TE,0.0272,0.04,0.047,0.035,0.042,0.0343
2020,Will Mallory,Miami,TE,0.0201,0.046,0.043,0.055,0.04,0.0341
2020,Trey Bess III,Eastern Michigan,RB,0.0497,0.029,0.012,0.045,0,0.0339
2020,Bryson Cannon,Eastern Michigan,TE,0.0166,0.036,0.049,0.045,0.048,0.0339
2020,Chase Allen,Iowa State,TE,0.0289,0.022,0.056,0.026,0.049,0.0339
2020,Tyler Ringwood,Charlotte,WR,0.0169,0.023,0.085,0.028,0.061,0.0338
2020,Adonicas Sanders,Georgia Tech,WR,0.0467,0.029,0.021,0.025,0.022,0.0338
2020,Hunter Kampmoyer,Oregon,TE,0.0392,0.03,0.028,0.044,0.019,0.0337
2020,Daniel Jackson,Minnesota,WR,0.0137,0.063,0.023,0.022,0.076,0.0335
2020,Tre Mosley,Michigan State,WR,0.0404,0.026,0.035,0,0.046,0.0335
2020,Austin Kendall,West Virginia,QB,0.0344,0.024,0.043,0.028,0.034,0.0332
2020,Lexington Joseph,Florida International,RB,0.0254,0.053,0.026,0.039,0.037,0.0332
2020,Leonard Taylor,Cincinnati,TE,0.0395,0.028,0.031,0.017,0.036,0.0332
2020,Roshauud Paul,Arkansas State,WR,0.0353,0.029,0.041,0.03,0.032,0.0331
2020,Tre Nixon,UCF,WR,0.0289,0.038,0.038,0.036,0.035,0.0331
2020,Talik Keaton,Marshall,WR,0.0296,0.037,0.039,0.017,0.053,0.0329
2020,Marcus Major,Oklahoma,RB,0.0399,0.037,0.007,0.055,0.005,0.0327
2020,Blair Conwright,TCU,WR,0.0276,0.027,0.055,0.022,0.047,0.0326
2020,Bryce Young,Alabama,QB,0.0087,0.036,0.105,0.029,0.085,0.0325
2020,Trey Sanders,Alabama,RB,0.0347,0.043,0.007,0.025,0.033,0.0325
2020,Markenzy Pierre,Syracuse,RB,0.0377,0.019,0.033,0.036,0.024,0.0324
2020,Casey Thompson,Texas,QB,0.0278,0.038,0.038,0.028,0.041,0.0324
2020,Rashad Amos,South Carolina,RB,0.0387,0.024,0.036,0.029,0.025,0.0323
2020,Kobe Smith,San Diego State,WR,0.0297,0.032,0.034,0.028,0.037,0.0322
2020,Noah Massey,Bowling Green,WR,0.0226,0.04,0.016,0.039,0.038,0.0322
2020,Khaleb Hood,Georgia Southern,WR,0.048,0.025,0.006,0.015,0.025,0.0321
2020,Dustin Fletcher,Northern Illinois,QB,0.0214,0.036,0.033,0.061,0.029,0.0321
2020,Frank Ladson Jr.,Clemson,WR,0.0296,0.025,0.052,0.013,0.05,0.032
2020,Cade Barnard,Army,RB,0.0364,0.028,0.03,0.024,0.033,0.0319
2020,Nick Ast,Kansas State,WR,0.0115,0.04,0.056,0.04,0.051,0.0319
2020,Chadarius Townsend,Texas Tech,WR,0.0346,0.034,0.027,0.032,0.027,0.0317
2020,DeMarcus Harris,Kentucky,WR,0.0375,0.028,0.028,0.025,0.027,0.0314
2020,Broc Thompson,Marshall,WR,0.023,0.047,0.016,0.028,0.047,0.0314
2020,Daniel Arias,Colorado,WR,0.0306,0.027,0.042,0.009,0.046,0.0314
2020,Nick Eubanks,Michigan,TE,0,0.072,0.041,0.025,0.076,0.0313
2020,Casey Washington,Illinois,WR,0.0135,0.056,0.035,0.017,0.06,0.0312
2020,Chase Cota,UCLA,WR,0.0338,0.036,0.021,0.024,0.032,0.0311
2020,Ethan Bullock,Oklahoma State,QB,0.0211,0.025,0.064,0.021,0.05,0.0311
2020,Ronnie Walker Jr.,Virginia,RB,0.039,0.033,0.014,0.025,0.032,0.031
2020,Ahmarean Brown,Georgia Tech,WR,0.0333,0.029,0.034,0.032,0.03,0.0308
2020,Bret Clark,Troy,WR,0.0262,0.043,0.012,0.023,0.043,0.0307
2020,David Martin-Robinson,Temple,TE,0.0224,0.036,0.034,0.032,0.039,0.0307
2020,Tez Johnson,Troy,WR,0.035,0.023,0.03,0.014,0.039,0.0307
2020,Jose Barbon,Temple,WR,0.0269,0.03,0.043,0.016,0.045,0.0307
2020,Levi Falck,Nebraska,WR,0.028,0.047,0.01,0.025,0.045,0.0306
2020,Jordan Weeks,UT San Antonio,QB,0.0258,0.023,0.049,0.014,0.051,0.0305
2020,Tommy Tremble,Notre Dame,TE,0.0355,0.014,0.049,0.028,0.023,0.0304
2020,Jordan Carroll,Louisiana Monroe,WR,0.0187,0.041,0.038,0.035,0.043,0.0303
2020,Tyrick James,Tulane,TE,0.0345,0.022,0.04,0.021,0.03,0.0303
2020,Ben Bryant,Cincinnati,QB,0.023,0.028,0.054,0.029,0.041,0.0302
2020,Slade Bolden,Alabama,WR,0.0239,0.046,0.021,0.042,0.033,0.0302
2020,Dontae Fleming,Louisiana,WR,0.0274,0.033,0.029,0.042,0.023,0.0301
2020,Mikey Henderson,Oklahoma,TE,0.0426,0.016,0.022,0.03,0.01,0.0301
2020,Boobie Curry,Arizona,WR,0.0318,0.043,0.013,0.012,0.04,0.0301
2020,Allen Dailey,Kentucky,WR,0.0239,0.014,0.069,0.03,0.038,0.0299
2020,Larry Wooden,UAB,RB,0.0377,0.02,0.023,0.051,0,0.0298
2020,Dennis Robinson,Northern Illinois,WR,0.0214,0.029,0.033,0.053,0.029,0.0298
2020,Damonte Coxie,Memphis,WR,0.0253,0.027,0.046,0.032,0.037,0.0297
2020,Jeff Foreman,Arkansas State,WR,0.0326,0.025,0.035,0.01,0.039,0.0296
2020,Ivory Kelly-Martin,Iowa,RB,0.0366,0.028,0.019,0.03,0.018,0.0296
2020,British Brooks,North Carolina,RB,0.0333,0.026,0.028,0.046,0.004,0.0296
2020,Jarett Garner,Duke,WR,0.0328,0.029,0.027,0.011,0.037,0.0295
2020,Seth Green,Minnesota,TE,0.0137,0.031,0.057,0.073,0.015,0.0294
2020,Christian Hunter,Colorado State,RB,0.0259,0.045,0.017,0.017,0.04,0.0294
2020,Nate Craig-Myers,Colorado State,WR,0.0086,0.034,0.067,0.017,0.059,0.0294
2020,Donny Marcus,Ball State,RB,0.0375,0.027,0.019,0.025,0.02,0.0294
2020,Cody Rudy,Ball State,FB,0.0292,0.043,0.01,0.025,0.039,0.0294
2020,Jehlani Galloway,Boston College,WR,0.0261,0.013,0.045,0.012,0.047,0.0294
2020,Tyler Hunt,Michigan State,TE,0,0.046,0.053,0.037,0.057,0.0294
2020,B.J. Daniels,UT San Antonio,RB,0.0344,0.031,0.019,0.019,0.03,0.0292
2020,Wiley Green,Rice,QB,0.0203,0.027,0.041,0.03,0.042,0.0292
2020,Kenan Christon,USC,RB,0.0558,0.014,0,0,0.014,0.0292
2020,Dylan Drummond,Eastern Michigan,WR,0.0221,0.044,0.025,0.018,0.048,0.0291
2020,Miller Forristall,Alabama,TE,0.0412,0.014,0.014,0.025,0.009,0.0291
2020,Ben Sims,Baylor,TE,0.0228,0.04,0.021,0.052,0.021,0.0288
2020,Jordan Jones,Cincinnati,WR,0.023,0.042,0.023,0.034,0.031,0.0287
2020,Kendric Pryor,Wisconsin,WR,0.0283,0.03,0.03,0.013,0.043,0.0286
2020,Wayne Toussant,Louisiana Tech,WR,0.04,0.018,0.026,0.005,0.032,0.0286
2020,Jacob Gasser,UNLV,WR,0.017,0.029,0.053,0.043,0.032,0.0284
2020,Ronnie Blackmon,Toledo,WR,0.0095,0.047,0.047,0.038,0.048,0.0284
2020,Garrett Walston,North Carolina,TE,0.0166,0.045,0.035,0.019,0.058,0.0284
2020,Ja'Khi Douglas,Florida State,WR,0.0292,0.044,0.008,0.033,0.023,0.0283
2020,Thomas MacVittie,Kansas,QB,0.0315,0.023,0.035,0.014,0.037,0.0283
2020,Jevon Bigelow,Fresno State,RB,0.0335,0.02,0.023,0.046,0.007,0.0283
2020,Noah Frith,Liberty,WR,0.0254,0.027,0.041,0.032,0.028,0.0282
2020,Cade Brewer,Texas,TE,0.0216,0.021,0.045,0.022,0.041,0.0282
2020,Bobby Wooden,New Mexico,RB,0.0276,0.042,0.009,0.052,0.007,0.0282
2020,James Graham,Georgia Tech,WR,0.0267,0.019,0.034,0.032,0.026,0.0279
2020,Landen Akers,Iowa State,WR,0.0211,0.037,0.031,0.017,0.049,0.0279
2020,Chase Hayden,East Carolina,RB,0.0417,0.022,0.009,0.028,0.006,0.0278
2020,Melvin Hill,UMass,WR,0.0349,0.015,0.019,0.04,0.012,0.0278
2020,Jeremiah Hall,Oklahoma,TE,0.0293,0.024,0.03,0.04,0.019,0.0275
2020,Cade Sutherland,South Alabama,WR,0.0159,0.024,0.047,0.023,0.042,0.0274
2020,Chandler Speights,Texas State,WR,0.0198,0.033,0.033,0.03,0.035,0.0272
2020,Khafre Brown,North Carolina,WR,0.0285,0.026,0.028,0.009,0.04,0.0272
2020,Joshua Stoner,Air Force,RB,0.0294,0.034,0.015,0.025,0.024,0.0272
2020,Corey Rucker,Arkansas State,WR,0.0163,0.025,0.058,0.015,0.049,0.0272
2020,Elija Robinson,Air Force,FB,0.0235,0.042,0.015,0.033,0.024,0.0272
2020,Jordan Gidrey,Air Force,RB,0.0235,0.017,0.029,0.033,0.024,0.0272
2020,Emery Simmons,North Carolina,WR,0.0309,0.03,0.014,0.019,0.027,0.0272
2020,Jason Pirtle,North Texas,TE,0.0233,0.019,0.04,0.029,0.031,0.0271
2020,Jermaine Braddock,San José State,WR,0.017,0.042,0.029,0.043,0.027,0.0271
2020,Isaiah Neyor,Wyoming,WR,0.0343,0.023,0,0.01,0.03,0.0271
2020,Jalen Walker,Miami (OH),WR,0.0638,0,0,0,0,0.027
2020,Rahmir Johnson,Nebraska,RB,0.036,0.021,0.02,0.025,0.013,0.027
2020,Brenton Strange,Penn State,TE,0.0257,0.038,0.008,0.026,0.029,0.027
2020,Kelvin Dean Jr.,Florida Atlantic,RB,0.0374,0.03,0,0.025,0.016,0.027
2020,Maurice Bell,Colorado,WR,0.0102,0.027,0.063,0.018,0.053,0.0269
2020,Jaylin Lane,Middle Tennessee,WR,0.022,0.032,0.015,0.031,0.029,0.0269
2020,Chase Cunningham,Middle Tennessee,QB,0.0183,0.037,0.023,0.037,0.029,0.0269
2020,Johnny Huntley III,Liberty,TE,0.0254,0.035,0.021,0.009,0.046,0.0269
2020,Jesse Brown,Northwestern,RB,0.0214,0.023,0.041,0.057,0.01,0.0269
2020,Jontre Kirklin,LSU,WR,0.0343,0.019,0.026,0.009,0.03,0.0269
2020,Jase McClellan,Alabama,RB,0.0282,0.028,0.014,0.021,0.028,0.0269
2020,Kyle Dobbins,Temple,RB,0.0314,0.024,0.017,0.016,0.028,0.0269
2020,Jonah Panoke,Hawai'i,WR,0.0299,0.023,0.022,0.026,0.023,0.0268
2020,Austin Upshaw,SMU,WR,0.0324,0.029,0.014,0.011,0.029,0.0268
2020,Luca Diamont,Duke,WR,0.0209,0.029,0.034,0.023,0.041,0.0268
2020,Nick Mardner,Hawai'i,WR,0.0112,0.032,0.044,0.033,0.041,0.0268
2020,Jeremy Ruckert,Ohio State,TE,0.0037,0.055,0.029,0.041,0.051,0.0267
2020,Danny Smith,Boise State,RB,0.0309,0.039,0,0.026,0.02,0.0267
2020,Dylan Soehner,Iowa State,TE,0.0316,0.034,0.006,0.022,0.022,0.0267
2020,Ben Finley,NC State,QB,0.0289,0.029,0.019,0.026,0.023,0.0266
2020,Mark-Antony Richards,Auburn,RB,0.0333,0.028,0.013,0.032,0.013,0.0266
2020,Cameron Gardner,Mississippi State,WR,0.0284,0.011,0.038,0.038,0.013,0.0265
2020,Avery Morrow,Nevada,RB,0.0295,0.025,0.025,0.018,0.028,0.0265
2020,Jack Westover,Washington,TE,0.0169,0.034,0.036,0.053,0.013,0.0264
2020,Xavier Weaver,South Florida,WR,0.0271,0.022,0.028,0.016,0.031,0.0263
2020,Kobe Pace,Clemson,RB,0.0222,0.025,0.029,0.048,0.015,0.0263
2020,Drake Stoops,Oklahoma,WR,0.0106,0.037,0.045,0.035,0.043,0.0261
2020,Josh Stewart,Tulsa,WR,0.0211,0.028,0.036,0.024,0.034,0.026
2020,Seth Boomer,Tulsa,QB,0.0176,0.023,0.044,0.024,0.038,0.026
2020,Javen Banks,Texas State,WR,0.0311,0.017,0.026,0.006,0.031,0.0259
2020,Niko Hea,Missouri,TE,0.0257,0.039,0.007,0.037,0.014,0.0258
2020,Racey McMath,LSU,WR,0.02,0.035,0.026,0.005,0.052,0.0256
2020,Jonah White,Baylor,RB,0.0266,0.025,0.021,0.03,0.021,0.0256
2020,Jeremy Singleton,Houston,WR,0.0266,0.027,0.025,0.015,0.031,0.0256
2020,Kelan Walker,Houston,RB,0.0304,0.027,0.017,0.051,0.005,0.0256
2020,Artice Hobbs,Army,RB,0.0242,0.028,0.03,0.024,0.028,0.0255
2020,Tarique Milton,Iowa State,WR,0.0184,0.034,0.031,0.03,0.031,0.0255
2020,Hudson Henry,Arkansas,TE,0.0199,0.027,0.037,0.038,0.021,0.0254
2020,Justin Rigg,Kentucky,TE,0.0205,0.028,0.035,0.02,0.038,0.0254
