season,name,team,position,usg_1st_down,usg_2nd_down,usg_3rd_down,usg_standard_downs,usg_passing_downs,usg_overall
2017,Olabisi Johnson,Colorado State,WR,0.0619,0.066,0.088,0.028,0.105,0.069
2017,Byron Pringle,Kansas State,WR,0.0663,0.069,0.088,0.04,0.093,0.0688
2017,Brian Williams,Louisiana Monroe,WR,0.0563,0.06,0.103,0.067,0.089,0.0687
2017,Parris Campbell,Ohio State,WR,0.0862,0.048,0.078,0.037,0.073,0.0687
2017,James Gilbert,Ball State,RB,0.085,0.068,0.049,0.105,0.027,0.0685
2017,Tommy Sweeney,Boston College,TE,0.0538,0.073,0.085,0.07,0.083,0.0684
2017,Marcus Simms,West Virginia,WR,0.0709,0.053,0.099,0.04,0.084,0.0684
2017,Tony Ellison,Arizona,WR,0.0381,0.068,0.149,0.055,0.128,0.0684
2017,K.J. Osborn,Buffalo,WR,0.0603,0.065,0.089,0.059,0.085,0.0683
2017,D'Wayne Eskridge,Western Michigan,WR,0.0723,0.067,0.061,0.056,0.073,0.0683
2017,Seth Dawkins,Louisville,WR,0.0625,0.078,0.084,0.041,0.096,0.0683
2017,Andre Levrone,Virginia,WR,0.0489,0.069,0.094,0.057,0.101,0.0682
2017,Darius Bradwell,Tulane,RB,0.0856,0.062,0.038,0.067,0.044,0.0682
2017,Tre Bryant,Nebraska,RB,0.1139,0.046,0.025,0.04,0.034,0.0682
2017,Sherman Badie,Tulane,RB,0.0959,0.062,0.031,0.061,0.035,0.0682
2017,Brendan Cope,Ohio,WR,0.0763,0.063,0.067,0.047,0.075,0.0681
2017,Detrich Clark,Colorado State,WR,0.081,0.05,0.076,0.037,0.069,0.068
2017,Dom Williams,Kansas,RB,0.082,0.079,0.036,0.072,0.053,0.0679
2017,Tyler Vaughns,USC,WR,0.0474,0.072,0.11,0.048,0.111,0.0679
2017,Chase Hayden,Arkansas,RB,0.0897,0.078,0.014,0.065,0.04,0.0677
2017,Jalen Reagor,TCU,WR,0.0754,0.066,0.056,0.042,0.075,0.0675
2017,KaVontae Turpin,TCU,WR,0.0628,0.066,0.084,0.068,0.071,0.0675
2017,Shun Brown,Arizona,WR,0.0761,0.064,0.05,0.064,0.053,0.0673
2017,Jeff Smith,Boston College,RB,0.0565,0.07,0.085,0.019,0.111,0.0673
2017,Gregory Phillips,Purdue,WR,0.0707,0.068,0.071,0.055,0.07,0.0672
2017,Brandon Presley,UNLV,WR,0.0522,0.072,0.09,0.045,0.104,0.0672
2017,Ricky Jeune,Georgia Tech,WR,0.0359,0.076,0.102,0.036,0.147,0.0671
2017,Austin Wolf,Akron,WR,0.0909,0.044,0.06,0.034,0.056,0.0668
2017,Devin Gray,Cincinnati,WR,0.0544,0.065,0.098,0.047,0.094,0.0668
2017,Keenen Johnson,Tulsa,WR,0.0663,0.093,0.04,0.045,0.084,0.0667
2017,Michael Lawrence,North Texas,WR,0.0625,0.066,0.083,0.038,0.097,0.0667
2017,Jimmy Williams,East Carolina,WR,0.057,0.061,0.084,0.07,0.076,0.0667
2017,Collin Lisa,UAB,WR,0.0546,0.054,0.112,0.052,0.094,0.0665
2017,OJ Clark,New Mexico State,WR,0.0686,0.05,0.091,0.059,0.065,0.0663
2017,Noah Togiai,Oregon State,TE,0.0447,0.074,0.106,0.047,0.11,0.0663
2017,Isaiah Sanders,Air Force,QB,0.0591,0.067,0.081,0.059,0.093,0.0663
2017,Cameron Echols-Luper,Western Kentucky,WR,0.0564,0.074,0.086,0.047,0.094,0.0662
2017,Mark Quattlebaum,Charlotte,WR,0.0679,0.059,0.077,0.047,0.075,0.0661
2017,Matt VandeBerg,Iowa,WR,0.0678,0.077,0.05,0.035,0.085,0.066
2017,Blake Mack,Arkansas State,TE,0.0538,0.091,0.056,0.091,0.064,0.0658
2017,James Proche,SMU,WR,0.057,0.048,0.123,0.03,0.105,0.0657
2017,Charles Nelson,Oregon,WR,0.0632,0.052,0.106,0.045,0.087,0.0656
2017,Daetrich Harrington,Appalachian State,RB,0.0659,0.071,0.056,0.074,0.057,0.0652
2017,Rafael Araujo-Lopes,Pittsburgh,WR,0.0393,0.091,0.091,0.039,0.121,0.0651
2017,Ben Luckett,Louisiana Monroe,RB,0.0817,0.067,0.03,0.089,0.024,0.065
2017,Sadiq Palmer,UMass,WR,0.0678,0.056,0.074,0.035,0.076,0.0648
2017,Darius Hoggins,Louisiana,RB,0.0712,0.067,0.058,0.048,0.066,0.0647
2017,Willie Johnson,Marshall,WR,0.0615,0.056,0.089,0.063,0.069,0.0646
2017,Emanuel Thompson,Troy,WR,0.0576,0.065,0.076,0.052,0.081,0.0644
2017,Zeb Noland,Iowa State,QB,0.0543,0.063,0.09,0.062,0.083,0.0644
2017,Tyler Conklin,Central Michigan,TE,0.0519,0.068,0.091,0.054,0.085,0.0641
2017,Lil'Jordan Humphrey,Texas,WR,0.0596,0.05,0.077,0.05,0.081,0.0641
2017,Lucky Jackson,Western Kentucky,WR,0.049,0.071,0.081,0.059,0.087,0.064
2017,Van Jefferson,Ole Miss,WR,0.0588,0.07,0.073,0.026,0.107,0.064
2017,Garrett Smith,Louisiana Monroe,QB,0.0592,0.045,0.091,0.058,0.077,0.0638
2017,Malik Stanley,South Alabama,WR,0.0375,0.078,0.099,0.05,0.104,0.0638
2017,Zach Green,Arizona,RB,0.0863,0.053,0.037,0.102,0.012,0.0638
2017,Trever Ryen,Iowa State,WR,0.0724,0.07,0.045,0.049,0.059,0.0633
2017,Darren Woods Jr.,UNLV,WR,0.058,0.081,0.051,0.05,0.079,0.0633
2017,Cam Serigne,Wake Forest,TE,0.0627,0.058,0.08,0.037,0.082,0.0632
2017,Damion Willis,Troy,WR,0.0634,0.065,0.051,0.036,0.081,0.0631
2017,Jalen McCleskey,Oklahoma State,WR,0.081,0.043,0.065,0.053,0.04,0.0631
2017,Eli Stove,Auburn,WR,0.0711,0.071,0.043,0.076,0.031,0.0629
2017,Thomas Geddis,Cincinnati,WR,0.0665,0.044,0.085,0.047,0.067,0.0628
2017,Emanuel Hall,Missouri,WR,0.0812,0.052,0.044,0.058,0.035,0.0627
2017,Ben Johnson,Kansas,TE,0.0459,0.079,0.077,0.066,0.077,0.0626
2017,RJ Turner,Louisiana Monroe,WR,0.0704,0.064,0.048,0.031,0.077,0.0626
2017,Josh Oliver,San José State,TE,0.0492,0.066,0.094,0.066,0.075,0.0625
2017,Terry Juniel,UTEP,WR,0.0605,0.07,0.063,0.021,0.091,0.0622
2017,Tony Jones Jr.,Notre Dame,RB,0.0628,0.075,0.04,0.071,0.053,0.0621
2017,Aleva Hifo,BYU,WR,0.0486,0.059,0.104,0.057,0.081,0.0619
2017,Marquez Trigg,Western Kentucky,RB,0.0539,0.071,0.059,0.102,0.042,0.0619
2017,Ryan Smith,Miami (OH),TE,0.0616,0.057,0.075,0.084,0.047,0.0619
2017,Mike Carrigan,Kent State,WR,0.0696,0.051,0.066,0.04,0.066,0.0618
2017,Kobay White,Boston College,WR,0.043,0.033,0.124,0.023,0.108,0.0617
2017,Ahmmon Richards,Miami,WR,0.0658,0.039,0.101,0.038,0.068,0.0616
2017,Trai Sharp,James Madison,RB,0.0588,0.053,0.091,0.111,0,0.0615
2017,Josh Jacobs,Alabama,RB,0.0902,0.051,0.021,0.039,0.038,0.0615
2017,Ishmael Hyman,James Madison,WR,0.0588,0.053,0.091,0.056,0.077,0.0615
2017,Donovan Wilson,Bowling Green,RB,0.0596,0.073,0.046,0.086,0.045,0.0614
2017,Keith Gavin,Florida State,WR,0.0475,0.072,0.086,0.032,0.103,0.0613
2017,Kamathi Holsey,Buffalo,WR,0.0493,0.065,0.089,0.063,0.074,0.0612
2017,DeJon Packer,San José State,RB,0.0787,0.07,0.019,0.048,0.049,0.0611
2017,Jay Griffin IV,New Mexico,WR,0.0621,0.06,0.072,0.028,0.086,0.0609
2017,Jared Murphy,Miami (OH),WR,0.0476,0.064,0.081,0.059,0.078,0.0606
2017,Kylin Hill,Mississippi State,RB,0.0858,0.06,0.018,0.04,0.041,0.0605
2017,Kendrick Edwards,Arkansas State,WR,0.0587,0.05,0.093,0.061,0.064,0.0603
2017,James Noble III,UAB,RB,0.0805,0.058,0.024,0.052,0.037,0.0602
2017,Tyler Hoppes,Nebraska,TE,0.057,0.075,0.05,0.046,0.071,0.0602
2017,Phil Mayhue,Memphis,WR,0.0468,0.055,0.108,0.066,0.072,0.0599
2017,John Diarse,TCU,WR,0.0704,0.049,0.061,0.038,0.06,0.0596
2017,Justin Silmon,Kansas State,RB,0.0904,0.048,0.014,0.051,0.023,0.0595
2017,Jamarius Henderson,Troy,RB,0.0749,0.077,0.006,0.063,0.036,0.0593
2017,Tevaris McCormick,Troy,WR,0.0576,0.065,0.057,0.057,0.061,0.0593
2017,Jordan Jones,Arkansas,WR,0.0481,0.065,0.081,0.049,0.08,0.0592
2017,Desmond Nisby,Texas Tech,RB,0.0647,0.056,0.054,0.113,0.014,0.059
2017,Cody White,Michigan State,WR,0.0395,0.066,0.086,0.041,0.101,0.059
2017,Marchie Murdock,Iowa State,WR,0.0672,0.059,0.045,0.053,0.049,0.0588
2017,Raheem Blackshear,Rutgers,RB,0.0567,0.076,0.043,0.046,0.071,0.0588
2017,Ventell Bryant,Temple,WR,0.0413,0.074,0.072,0.056,0.081,0.0587
2017,Dillon Stoner,Oklahoma State,WR,0.05,0.062,0.092,0.043,0.079,0.0586
2017,Abdul Adams,Oklahoma,RB,0.0798,0.053,0.02,0.041,0.035,0.0586
2017,Ryan Graham,Northern Illinois,QB,0.0643,0.057,0.052,0.039,0.065,0.0586
2017,Garrett Groshek,Wisconsin,RB,0.0466,0.081,0.051,0.082,0.058,0.0581
2017,Reggie Hemphill-Mapps,Texas,WR,0.067,0.053,0.059,0.05,0.051,0.058
2017,Ryan Tuiasoa,Hawai'i,RB,0.04,0.054,0.08,0.115,0.031,0.0578
2017,Riley Miller,Ball State,WR,0.049,0.064,0.067,0.016,0.098,0.0578
2017,Keelan Ewaliko,Hawai'i,WR,0.0462,0.05,0.093,0.065,0.066,0.0578
2017,Kwadarrius Smith,Akron,WR,0.0667,0.048,0.06,0.047,0.052,0.0577
2017,Donnie Lee,UAB,TE,0.0603,0.073,0.036,0.057,0.053,0.0577
2017,Quin Jernighan,Western Kentucky,WR,0.049,0.084,0.043,0.051,0.077,0.0576
2017,Jake Roh,Boise State,TE,0.0432,0.062,0.092,0.072,0.07,0.0575
2017,Desmon White,TCU,WR,0.0653,0.045,0.067,0.034,0.063,0.0574
2017,Isaiah Hodgins,Oregon State,WR,0.0515,0.051,0.085,0.035,0.081,0.0572
2017,JaQuan Blackwell,San José State,WR,0.0459,0.078,0.057,0.042,0.079,0.0571
2017,Trestan Ebner,Baylor,RB,0.0471,0.068,0.075,0.048,0.072,0.0568
2017,Beau Hoge,BYU,QB,0.0517,0.055,0.081,0.038,0.077,0.0568
2017,Pooh Stricklin,Baylor,WR,0.0706,0.049,0.046,0.032,0.056,0.0568
2017,Jordan Akins,UCF,WR,0.0521,0.058,0.07,0.042,0.075,0.0567
2017,Tyler Watts,Texas State,WR,0.0588,0.053,0.057,0.027,0.071,0.0565
2017,Rhashid Bonnette,Louisiana Tech,WR,0.0541,0.053,0.066,0.036,0.074,0.0563
2017,Kam McKnight,Louisiana Tech,RB,0.0432,0.067,0.072,0.086,0.052,0.0563
2017,Damion Ratley,Texas A&M,WR,0.0519,0.047,0.067,0.045,0.073,0.0562
2017,Terry Godwin,Georgia,WR,0.0528,0.048,0.084,0.043,0.069,0.0561
2017,Cephas Reddick,Liberty,WR,0.0238,0.086,0.042,0.103,0.056,0.0561
2017,Devin C. Butler,Syracuse,WR,0.0599,0.066,0.043,0.042,0.061,0.056
2017,Deondre Francois,Florida State,QB,0.0445,0.059,0.079,0.053,0.073,0.056
2017,Blake Banham,Eastern Michigan,WR,0.0457,0.064,0.076,0.043,0.081,0.056
2017,Dalton Demos,Coastal Carolina,QB,0.0563,0.054,0.062,0.049,0.067,0.0559
2017,Jordan Villamin,Oregon State,WR,0.0619,0.056,0.05,0.035,0.062,0.0557
2017,Janarion Grant,Rutgers,WR,0.081,0.03,0.051,0.026,0.046,0.0555
2017,Greg Campbell Jr.,UT San Antonio,WR,0.0744,0.038,0.054,0.039,0.041,0.0551
2017,Rex Culpepper,Syracuse,QB,0.0625,0.05,0.043,0.05,0.049,0.055
2017,Stephen Louis,NC State,WR,0.0571,0.063,0.044,0.032,0.068,0.0548
2017,OrTre Smith,South Carolina,WR,0.0499,0.055,0.061,0.034,0.077,0.0547
2017,Julian Ross,Ohio,RB,0.048,0.075,0.037,0.073,0.047,0.0547
2017,Kendal Keys,UNLV,WR,0.0377,0.055,0.103,0.035,0.092,0.0543
2017,Eric Kumah,Virginia Tech,WR,0.0416,0.031,0.114,0.055,0.073,0.0543
2017,Connor Slomka,Army,RB,0.0456,0.045,0.072,0.097,0.006,0.0543
2017,Jalen Holston,Virginia Tech,RB,0.0571,0.068,0.033,0.06,0.045,0.0543
2017,Patrick Smith,Middle Tennessee,WR,0.0607,0.054,0.049,0.035,0.057,0.0542
2017,Timmy Hernandez,Oregon State,WR,0.0344,0.065,0.078,0.07,0.067,0.0542
2017,Tre Harbison,Northern Illinois,RB,0.0694,0.047,0.037,0.07,0.021,0.0542
2017,Joe Reed,Virginia,WR,0.0632,0.047,0.057,0.048,0.047,0.0541
2017,Kerrith Whyte Jr.,Florida Atlantic,RB,0.057,0.061,0.049,0.036,0.063,0.0539
2017,Toneil Carter,Texas,RB,0.0645,0.06,0.036,0.062,0.036,0.0539
2017,Raelon Singleton,Utah,WR,0.0381,0.081,0.058,0.052,0.075,0.0538
2017,Brady Jones,UT San Antonio,WR,0.0518,0.034,0.088,0.033,0.071,0.0537
2017,Chris James,Wisconsin,RB,0.0466,0.088,0.017,0.055,0.062,0.0537
2017,Tavin Richardson,Kentucky,WR,0.0376,0.06,0.083,0.024,0.101,0.0537
2017,Kerry Thomas Jr.,UT San Antonio,WR,0.055,0.059,0.048,0.044,0.058,0.0537
2017,Omar Bayless,Arkansas State,WR,0.044,0.067,0.062,0.035,0.083,0.0536
2017,Maurice Alexander,Florida International,WR,0.0536,0.039,0.08,0.047,0.058,0.0536
2017,Romello Ross,Central Michigan,RB,0.0683,0.054,0.023,0.059,0.034,0.0536
2017,Eltoro Allen,Utah State,RB,0.0559,0.066,0.038,0.095,0.02,0.0534
2017,Donnie Ernsberger,Western Michigan,TE,0.052,0.071,0.037,0.019,0.085,0.0534
2017,Macan Wilson,Northwestern,WR,0.0635,0.042,0.049,0.038,0.05,0.0534
2017,Quayvon Skanes,Connecticut,WR,0.024,0.071,0.09,0.034,0.103,0.0532
2017,Keyion Dixon,Connecticut,WR,0.0719,0.051,0.024,0.015,0.057,0.0532
2017,Eric Swinney,Ole Miss,RB,0.0559,0.048,0.058,0.062,0.044,0.0531
2017,Kendall Bussey,Texas A&M,RB,0.0571,0.067,0.031,0.063,0.038,0.0529
2017,Steven Mitchell Jr.,USC,WR,0.0453,0.065,0.044,0.06,0.056,0.0529
2017,Charles Standberry,Louisville,TE,0.0599,0.05,0.045,0.051,0.046,0.0528
2017,Marcus Williams Jr.,Appalachian State,RB,0.0602,0.071,0.013,0.065,0.033,0.0526
2017,Donovan Peoples-Jones,Michigan,WR,0.0634,0.039,0.061,0.024,0.057,0.0526
2017,A.J. Taylor,Wisconsin,WR,0.0221,0.058,0.119,0.016,0.135,0.0526
2017,Garret Lewis,Navy,QB,0.0528,0.044,0.055,0.018,0.091,0.0524
2017,Aaron Fuller,Washington,WR,0.045,0.048,0.079,0.059,0.054,0.0521
2017,David Lucero,UTEP,TE,0.0323,0.065,0.076,0.056,0.082,0.0521
2017,Tyler Batson,UTEP,WR,0.0484,0.038,0.069,0.063,0.048,0.0521
2017,Parker Wilson,Air Force,FB,0.0672,0.043,0.038,0.059,0.014,0.0521
2017,Jerrod Heard,Texas,WR,0.0496,0.057,0.059,0.066,0.042,0.0519
2017,Anthony Mahoungou,Purdue,WR,0.0516,0.064,0.041,0.03,0.067,0.0519
2017,Kamrin Solomon,Florida Atlantic,WR,0.0736,0.034,0.043,0.024,0.041,0.0518
2017,Marquez Callaway,Tennessee,WR,0.0307,0.079,0.061,0.059,0.074,0.0517
2017,Elijah Mitchell,Louisiana,RB,0.0712,0.049,0.022,0.06,0.022,0.0517
2017,Ethan Wolf,Tennessee,TE,0.041,0.042,0.082,0.059,0.058,0.0517
2017,Dalvin Warmack,Kansas State,RB,0.0693,0.056,0.007,0.068,0.023,0.0516
2017,Chad Beebe,Northern Illinois,WR,0.0437,0.05,0.068,0.043,0.065,0.0509
2017,Terry Wright,Purdue,WR,0.0598,0.057,0.03,0.04,0.046,0.0507
2017,T.J. Vasher,Texas Tech,WR,0.037,0.069,0.059,0.046,0.072,0.0506
2017,Isaiah Jones,Southern Mississippi,WR,0.0561,0.039,0.067,0.015,0.065,0.0506
2017,Jonah Trinnaman,BYU,WR,0.0608,0.02,0.058,0.033,0.05,0.0505
2017,Kayin White,Louisiana Monroe,RB,0.0451,0.067,0.042,0.067,0.044,0.0503
2017,Aaron Cephus,Rice,WR,0.0308,0.045,0.083,0.038,0.08,0.0503
2017,Chase Claypool,Notre Dame,WR,0.041,0.064,0.051,0.046,0.063,0.0502
2017,Johnathan Lloyd,Duke,WR,0.0439,0.054,0.057,0.016,0.084,0.0502
2017,Shi Smith,South Carolina,WR,0.0528,0.031,0.073,0.034,0.057,0.0496
2017,C.J. Fuller,Clemson,RB,0.0667,0.05,0.015,0.054,0.027,0.0496
2017,Tyre McCants,South Florida,WR,0.0465,0.052,0.062,0.037,0.062,0.0495
2017,Chawntez Moss,Pittsburgh,RB,0.0423,0.063,0.039,0.073,0.042,0.0495
2017,Devonta'e Henry-Cole,Utah,RB,0.0667,0.05,0.017,0.039,0.031,0.0495
2017,Jocquez Bruce,Middle Tennessee,WR,0.0528,0.054,0.043,0.07,0.036,0.0495
2017,Chase Harrell,Kansas,WR,0.0525,0.029,0.065,0.048,0.046,0.0493
2017,Whop Philyor,Indiana,WR,0.0557,0.035,0.062,0.028,0.056,0.0493
2017,Jessie Britt,UMass,RB,0.0542,0.023,0.086,0.029,0.053,0.0492
2017,KJ Hall,BYU,RB,0.0699,0.043,0.023,0.029,0.038,0.0492
2017,Sean McKeon,Michigan,TE,0.0275,0.057,0.078,0.029,0.091,0.0491
2017,Xavier Lane,Western Kentucky,WR,0.0319,0.071,0.054,0.039,0.08,0.0491
2017,Mecole Hardman,Georgia,WR,0.0452,0.03,0.096,0.029,0.073,0.0491
2017,Chris Davis Jr.,New Mexico,WR,0.0517,0.055,0.036,0.028,0.062,0.049
2017,Devon Spalding,Central Michigan,RB,0.0437,0.054,0.051,0.073,0.044,0.049
2017,Kadarius Toney,Florida,WR,0.075,0.047,0.014,0.026,0.033,0.0489
2017,Ronnie Turner Jr.,UAB,WR,0.0603,0.035,0.047,0.028,0.049,0.0489
2017,Jaelon Darden,North Texas,WR,0.0475,0.052,0.059,0.05,0.052,0.0489
2017,Tamir Jones,Georgia State,WR,0.0208,0.06,0.094,0.055,0.081,0.0487
2017,Kavika Johnson,UTEP,WR,0.0444,0.038,0.069,0.035,0.063,0.0487
2017,Johnathan Lewis,Rutgers,TE,0.0405,0.061,0.051,0.033,0.076,0.0487
2017,Renard Bell,Washington State,WR,0.0399,0.063,0.052,0.038,0.07,0.0486
2017,Robert Washington,Charlotte,RB,0.05,0.068,0.019,0.073,0.032,0.0485
2017,McLane Carter,Texas Tech,QB,0.037,0.05,0.076,0.055,0.058,0.0485
2017,Darnell Salomon,South Florida,WR,0.0489,0.058,0.036,0.029,0.062,0.0484
2017,Nolan Givan,Ball State,TE,0.0458,0.052,0.055,0.042,0.059,0.0484
2017,Mike Dudek,Illinois,WR,0.0393,0.054,0.063,0.056,0.053,0.0483
2017,Maurice Ffrench,Pittsburgh,WR,0.0453,0.035,0.084,0.034,0.063,0.0482
2017,Jordan McCray,South Alabama,WR,0.0239,0.056,0.086,0.033,0.087,0.0482
2017,Grant Perry,Michigan,WR,0.022,0.054,0.1,0.054,0.074,0.048
2017,Sean Modster,Boise State,WR,0.0336,0.062,0.065,0.017,0.089,0.0479
2017,Brandon Fritts,North Carolina,TE,0.0429,0.025,0.086,0.052,0.05,0.0479
2017,Turner Smiley,North Texas,WR,0.045,0.048,0.065,0.038,0.059,0.0478
2017,Deon McIntosh,Notre Dame,RB,0.0519,0.041,0.046,0.046,0.046,0.0478
2017,Tony Poljan,Central Michigan,TE,0.0301,0.075,0.045,0.044,0.071,0.0478
2017,Derrell Scott,East Carolina,RB,0.057,0.057,0.026,0.064,0.024,0.0476
2017,Johnathan Boone,New Mexico State,WR,0.052,0.05,0.035,0.015,0.059,0.0476
2017,Tyrie Cleveland,Florida,WR,0.0536,0.052,0.027,0.038,0.045,0.0474
2017,Jamire Jordan,Fresno State,WR,0.0461,0.042,0.068,0.012,0.082,0.0473
2017,Danny Davis III,Wisconsin,WR,0.0245,0.058,0.085,0.043,0.088,0.0471
2017,CJ Windham,Middle Tennessee,WR,0.0396,0.057,0.049,0.05,0.053,0.0471
2017,Gabriel Davis,UCF,WR,0.0495,0.042,0.042,0.028,0.057,0.0469
2017,Micah Simon,BYU,WR,0.0456,0.031,0.069,0.038,0.054,0.0467
2017,Mathew Sexton,Eastern Michigan,WR,0.0349,0.042,0.076,0.053,0.056,0.0467
2017,Evan Fairs,Kansas,WR,0.0459,0.059,0.036,0.048,0.046,0.0466
2017,Jordan Cunningham,North Carolina,WR,0.0276,0.058,0.043,0.064,0.058,0.0465
2017,T.J. Hammonds,Arkansas,RB,0.0737,0.043,0,0.038,0.013,0.0465
2017,Rashaad Boddie,Colorado State,RB,0.0619,0.036,0.023,0.065,0.016,0.0464
2017,Justin Holmes,San José State,WR,0.0328,0.049,0.069,0.06,0.053,0.0462
2017,Milo Hall,Wyoming,RB,0.0532,0.057,0.019,0.054,0.031,0.0462
2017,Dimitri Flowers,Oklahoma,FB,0.0376,0.046,0.054,0.074,0.048,0.0462
2017,David Eldridge,James Madison,WR,0.0294,0.105,0,0.056,0.077,0.0462
2017,James Price,Wyoming,WR,0.0532,0.057,0.025,0.012,0.059,0.0462
2017,Chris Taylor,Duke,WR,0.0537,0.048,0.031,0.031,0.045,0.046
2017,Chris Platt,Baylor,WR,0.05,0.03,0.063,0.026,0.053,0.0459
2017,Mike Majette,Indiana,RB,0.0501,0.049,0.031,0.041,0.046,0.0458
2017,Sam Martin,Miami (OH),WR,0.0364,0.053,0.056,0.035,0.067,0.0458
2017,Johnathan Hawkins,Buffalo,RB,0.0521,0.047,0.036,0.063,0.026,0.0456
2017,Louis Dorsey,Illinois,TE,0.0357,0.045,0.063,0.037,0.061,0.0454
2017,Gerold Bright,Utah State,RB,0.0528,0.037,0.038,0.045,0.036,0.0454
2017,Terry McLaurin,Ohio State,WR,0.0374,0.064,0.035,0.049,0.052,0.0453
2017,Troy McCormick Jr.,Utah,RB,0.0571,0.04,0.035,0.044,0.027,0.0452
2017,Demari Simpkins,Utah,WR,0.0381,0.057,0.047,0.044,0.055,0.0452
2017,Dazz Newsome,North Carolina,WR,0.0429,0.033,0.079,0.035,0.054,0.0451
2017,DeAndre Thompkins,Penn State,WR,0.0413,0.061,0.033,0.036,0.056,0.0451
2017,Salvon Ahmed,Washington,RB,0.0571,0.035,0.04,0.027,0.039,0.0451
2017,Nolan Eriksen,Air Force,RB,0.0511,0.039,0.05,0.033,0.047,0.045
2017,Vavae Malepeai,USC,RB,0.0517,0.044,0.033,0.06,0.02,0.0449
2017,Quez Watkins,Southern Mississippi,WR,0.0374,0.05,0.044,0.056,0.046,0.0449
2017,Bailey Gaither,San José State,WR,0.0361,0.066,0.031,0.024,0.068,0.0448
2017,Nathan Cottrell,Georgia Tech,RB,0.0359,0.059,0.041,0.045,0.056,0.0448
2017,Lynn Bowden Jr.,Kentucky,WR,0.052,0.04,0.045,0.024,0.05,0.0448
2017,Josh Hammond,Florida,WR,0.05,0.033,0.054,0.038,0.041,0.0444
2017,Aaron McLean,Connecticut,TE,0.0269,0.059,0.06,0.029,0.076,0.0443
2017,Carlin Fils-aime,Tennessee,RB,0.0512,0.065,0.007,0.033,0.041,0.0443
2017,Talon Shumway,BYU,WR,0.0395,0.039,0.058,0.038,0.054,0.0442
2017,T.L. Ford II,Charlotte,WR,0.0357,0.05,0.058,0.04,0.055,0.0441
2017,Deshaunte Jones,Iowa State,WR,0.0439,0.038,0.062,0.031,0.052,0.0441
2017,Malik Henry,Georgia Southern,WR,0.0201,0.066,0.065,0.029,0.085,0.0441
2017,Tyrell Johnson,Arizona,WR,0.0431,0.039,0.062,0.021,0.066,0.0441
2017,Marcus Baugh,Ohio State,TE,0.0489,0.06,0.014,0.041,0.037,0.044
2017,Quintez Cephus,Wisconsin,WR,0.0172,0.052,0.097,0.043,0.085,0.0439
2017,Calen Holt,Army,RB,0.0486,0.038,0.053,0.043,0.034,0.0439
2017,Najee Harris,Alabama,RB,0.0464,0.051,0.035,0.052,0.033,0.0439
2017,Trey Rodriguez,Marshall,RB,0.0455,0.056,0.028,0.063,0.03,0.0438
2017,John Johnson,Troy,WR,0.0403,0.052,0.038,0.057,0.036,0.0438
2017,Kasim Hill,Maryland,QB,0.0491,0.047,0.036,0.014,0.058,0.0437
2017,Shane Tucker,Middle Tennessee,WR,0.0343,0.032,0.079,0.015,0.075,0.0436
2017,Jared Sparks,Purdue,WR,0.0516,0.039,0.041,0.035,0.039,0.0436
2017,Brennon Dingle,UMass,WR,0.0434,0.03,0.055,0.041,0.046,0.0432
2017,Connor Wedington,Stanford,WR,0.0321,0.052,0.058,0.042,0.055,0.0431
2017,Kevin Stepherson,Notre Dame,WR,0.041,0.03,0.069,0.03,0.056,0.043
2017,Johnathan Brantley,Tulane,QB,0.0342,0.049,0.053,0.037,0.057,0.043
2017,Monteo Garrett,Georgia Southern,RB,0.0436,0.053,0.03,0.048,0.036,0.0427
2017,A.J. Richardson,Boise State,WR,0.0456,0.033,0.06,0.026,0.05,0.0426
2017,Jeremiah Booker,Kansas,WR,0.0426,0.038,0.053,0.066,0.032,0.0426
2017,Cody Thompson,Toledo,WR,0.0438,0.028,0.069,0.046,0.036,0.0424
2017,Danzel McKinley-Lewis,Toledo,WR,0.0487,0.042,0.038,0.037,0.036,0.0424
2017,Dijon Paschal,Arkansas State,WR,0.0465,0.027,0.056,0.03,0.045,0.0424
2017,Jordan Hoy,Old Dominion,QB,0.0365,0.033,0.074,0.039,0.05,0.0422
2017,Dawson Knox,Ole Miss,TE,0.0353,0.043,0.058,0.031,0.063,0.0422
2017,Jalen Starks,UCLA,RB,0.0396,0.033,0.066,0.084,0.025,0.0421
2017,Mon Denson,South Carolina,RB,0.0411,0.043,0.03,0.093,0.004,0.042
2017,Andrew Celis,Nevada,WR,0.0422,0.052,0.028,0.036,0.045,0.042
2017,Thadd Smith,Boston College,WR,0.0591,0.05,0.005,0.037,0.025,0.0419
2017,Dexter Williams,Notre Dame,RB,0.0464,0.053,0.023,0.051,0.032,0.0418
2017,Albert Okwuegbunam,Missouri,TE,0.0308,0.04,0.073,0.037,0.061,0.0418
2017,Jamire Calvin,Washington State,WR,0.0452,0.021,0.069,0.025,0.05,0.0417
2017,Jay MacIntyre,Colorado,WR,0.0288,0.052,0.06,0.044,0.057,0.0417
2017,Anthony Muse,New Mexico State,WR,0.0355,0.04,0.061,0.054,0.04,0.0414
2017,Jonathan Haden,UAB,RB,0.0316,0.05,0.047,0.038,0.057,0.0414
2017,Brycen Hopkins,Purdue,TE,0.038,0.046,0.047,0.03,0.053,0.0413
2017,Jaqwis Dancy,Louisiana Tech,RB,0.0568,0.042,0.012,0.036,0.022,0.0411
